STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,TEMP,DEWP,SLP,STP,VISIB,WDSP,MXSPD,GUST,MAX,MIN,PRCP,class
72290403178,1/1/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",58.1,44.2,1019.1,999.9,7.2,2.3,8.9,999.9,77,44.1,0,0
72290403178,1/2/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",58.3,43.4,1021,2.1,8.9,1.2,7,999.9,75,42.8,0,0
72290403178,1/3/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",58.4,44.3,1021.6,2.6,8.5,3.7,9.9,999.9,75,45,0,0
72290403178,1/4/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",64.2,38.6,1022.3,3.3,9.4,3.5,8,999.9,87.1,48.9,0,0
72290403178,1/5/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",68,27.5,1020.1,1.3,10,5,11.1,999.9,84,55.9,0,0
72290403178,1/6/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",59,33.5,1015.8,997,9.6,4.1,8,999.9,75,44.1,0,0
72290403178,1/7/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",53.1,49,1015.4,996.6,3.7,3.1,7,999.9,64.9,44.1,0,0
72290403178,1/8/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",51.3,41.7,1018.2,998.9,7.4,2.7,17.1,31.1,68,35.1,0,0
72290403178,1/9/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",55.6,28.4,1020.9,1.9,10,3.3,8,999.9,75,39.9,0,0
72290403178,1/10/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",53.5,29,1021,1.9,10,4.3,8.9,999.9,70,41,0,0
72290403178,1/11/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",53,38.8,1017.2,998.2,9.2,3.9,8,999.9,70,42.1,0,0
72290403178,1/12/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",58.4,43.5,1015.7,996.7,9,1.6,6,999.9,75.9,48,0,0
72290403178,1/13/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",58.1,20.7,1018.1,999.1,9.5,7.6,19,26,75,42.1,0,0
72290403178,1/14/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",60.8,10.9,1020.1,1.2,10,6.9,15.9,999.9,70,50,0,0
72290403178,1/15/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",54.4,33.4,1019.8,0.8,9.6,3.8,7,999.9,66,42.1,0,0
72290403178,1/16/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",53.3,49,1020.5,1.4,8,2.1,8,999.9,61,51.1,0.04,0
72290403178,1/17/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",49,40.7,1024,4.7,9.8,2.4,6,999.9,57,41,0.11,0
72290403178,1/18/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",48.1,39.3,1024.9,5.7,9.8,3.2,7,999.9,62.1,36,0,0
72290403178,1/19/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",49,41.8,1020.5,1.4,7.8,2.9,7,999.9,64,35.1,0,0
72290403178,1/20/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",50.3,45.9,1018.9,999.7,5.1,2.8,8,999.9,60.1,41,0,0
72290403178,1/21/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",52.8,50.3,1018.2,999.3,6.9,4.5,12,18.1,60.1,48.9,0,0
72290403178,1/22/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",49.4,45.4,1020.3,1.1,9.1,4.2,8.9,28,59,39,0.16,0
72290403178,1/23/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",49.6,45.8,1019.6,999.6,7.8,4.2,13,19,57.2,42.1,0,0
72290403178,1/24/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",53.8,50.3,1018.7,998.9,8.6,3.2,11.1,19,63,43,0.32,0
72290403178,1/25/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",56.3,42.5,1021.8,2.7,9.6,3.3,8,999.9,75,43,0,0
72290403178,1/26/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",61,41.4,1019,0,9.8,4.9,8.9,999.9,81,46.9,0,0
72290403178,1/27/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",58.5,43.3,1015.6,996.8,9.8,3.8,7,999.9,73.9,46.9,0,0
72290403178,1/28/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",63.5,25.5,1018.5,999.7,9.9,3.9,8.9,999.9,75.9,45,0,0
72290403178,1/29/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",60.8,22.6,1020.9,1.9,10,3.5,8,999.9,81,44.1,0,0
72290403178,1/30/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",57.2,30.3,1017.1,998.2,10,4.5,9.9,999.9,73.9,44.1,0,0
72290403178,1/31/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",51.3,44.9,1017.4,998.2,8.1,3.2,7,999.9,63,36,0,0
72290403178,2/1/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",52.4,45.5,1020.5,1.4,7.6,3.9,11.1,15,69.1,41,0,0
72290403178,2/2/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",51,45.2,1016.8,998.1,7,3,8,999.9,63,37.9,0,0
72290403178,2/3/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",57.1,34.1,1014.6,995.7,9.6,5,15,27,73.9,45,0,0
72290403178,2/4/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",60.6,24.4,1015.8,997,10,8.5,14,19,73.9,50,0,0
72290403178,2/5/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",58.3,29.2,1016.3,997.4,10,3.7,9.9,999.9,75,43,0,0
72290403178,2/6/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",57,32,1015.4,996.5,10,3.3,9.9,999.9,73,42.1,0,0
72290403178,2/7/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",58.5,39.4,1013.1,994.3,9.5,5.3,15,25.1,64,50,0,0
72290403178,2/8/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",56.7,48.5,1015.8,996.7,9.4,4.4,9.9,999.9,71.1,46,0.29,0
72290403178,2/9/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",60.9,40.9,1020,1.1,10,3.7,8,999.9,78.1,46,0,0
72290403178,2/10/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",58.3,42.1,1020.8,1.9,10,4.9,8,999.9,73,46,0,0
72290403178,2/11/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",54.6,50,1018.1,999.1,6.8,4.1,9.9,14,62.1,50,0,0
72290403178,2/12/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",54.2,46.5,1016,997.1,10,5.4,9.9,25.1,61,50,0.02,0
72290403178,2/13/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",53.8,46.6,1016.8,997.9,9.7,5.4,13,17.1,61,48,0,0
72290403178,2/14/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",51,43.7,1015.6,996.6,8.9,6.4,12,18.1,57.9,46,0.23,0
72290403178,2/15/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",49.8,42.6,1017.9,998.9,10,8,14,22.9,57.9,44.1,0,0
72290403178,2/16/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",49.9,42.3,1015.6,996.4,8.9,4.8,17.1,22.9,64,44.1,0.32,0
72290403178,2/17/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",53.4,36.9,1019.4,0.4,10,4.2,20,26,68,39,0,0
72290403178,2/18/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",50.1,43.6,1020.2,1.1,9.8,4.5,9.9,999.9,64,35.1,0,0
72290403178,2/19/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",53.7,47.4,1017.8,998.3,10,5.2,9.9,15,60.8,50,0,0
72290403178,2/20/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",50.4,44.4,1018.9,999.9,9,4.2,8,999.9,61,39.9,0.01,0
72290403178,2/21/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",53.5,43.1,1018.9,999.8,9.2,3.1,11.1,999.9,73,39,0,0
72290403178,2/22/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",59.6,36.2,1019,0.1,9.9,5.2,8,999.9,79,43,0,0
72290403178,2/23/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",59.8,42.2,1012.2,993.4,9.9,3.8,7,999.9,75,46,0,0
72290403178,2/24/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",52.7,49.5,1015.5,996.1,3.8,1.5,6,999.9,64.9,44.1,0,0
72290403178,2/25/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",55.3,50.2,1019.2,0.2,6.4,3.1,11.1,15,64.9,46.4,0,0
72290403178,2/26/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",53.7,47.7,1014.3,995.4,8.5,3.7,9.9,15,63,48.9,0,0
72290403178,2/27/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",52.3,43.4,1013.2,994.2,9.7,8.2,18.1,25.1,57.2,46.4,0,0
72290403178,2/28/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",47.6,40.1,1020.5,0,8.8,5.7,15,999.9,57,39,0.51,0
72290403178,2/29/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",47.6,38.9,1024.7,5.5,9.7,4.2,13,18.1,57.9,36,0.03,0
72290403178,3/1/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",53.1,45.6,1022.4,3.3,9.7,3.4,11.1,15,59,48.9,0.01,0
72290403178,3/2/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",51.3,42.6,1019.6,0.5,9.9,4.1,8,999.9,68,39,0,0
72290403178,3/3/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",56.6,27.8,1022.8,3.7,10,3.8,6,999.9,77,37.9,0,0
72290403178,3/4/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",64.5,29.2,1019,0.1,10,3.1,8,999.9,87.1,46,0,0
72290403178,3/5/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",64.6,35,1015.3,996.6,10,3.9,6,999.9,82,52,0,0
72290403178,3/6/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",55.3,49.6,1014.1,995.1,7.9,4,9.9,999.9,66.9,48.2,0,0
72290403178,3/7/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",52.1,35.6,1014.3,995,9.9,5.9,11.1,17.1,63,43,0,0
72290403178,3/8/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",52.6,29.2,1021.4,2.3,10,4,8,999.9,72,36,0,0
72290403178,3/9/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",61.2,29.8,1021.9,2.9,9.9,3.2,12,22,81,42.1,0,0
72290403178,3/10/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",61.4,34,1016.6,997.8,10,5.7,8.9,999.9,75.9,48,0,0
72290403178,3/11/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",53.8,46.8,1017.1,998.1,9.5,4,11.1,999.9,62.1,46.4,0,0
72290403178,3/12/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",53.8,45.4,1016.9,998,9.9,3.1,8.9,999.9,63,48.9,0,0
72290403178,3/13/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",54.7,46.4,1017.6,998.7,10,2.9,9.9,15.9,63,50,0,0
72290403178,3/14/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",54.9,47.7,1019,0,9.6,3.7,12,15.9,64,48,0,0
72290403178,3/15/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",54.4,49.2,1020.6,1.3,9.6,3.6,8.9,999.9,63,48,0,0
72290403178,3/16/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",55.8,49.7,1018,999.2,10,2.4,8,999.9,64.9,51.8,0,0
72290403178,3/17/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",54.5,52.5,1013.6,993.7,7.3,7.1,17.1,26,59,52,0.03,0
72290403178,3/18/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",48.1,41.3,1011.1,991.4,8.3,12.2,20,27,54,44.1,0.72,0
72290403178,3/19/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",48.5,43.4,1015.4,995.9,8,6.4,14,19,55.9,44.1,0.25,0
72290403178,3/20/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",51.7,42.8,1018,998.9,10,3.5,12,14,64.9,42.1,0.3,0
72290403178,3/21/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",55.9,42.2,1018.1,999.1,10,4.5,11.1,999.9,71.1,43,0,0
72290403178,3/22/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",56.5,44.4,1014,995.1,10,2.7,8,999.9,70,44.1,0,0
72290403178,3/23/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",54.9,49.4,1015.8,997,8.8,3.4,12,15.9,64.9,48.9,0,0
72290403178,3/24/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",53.3,48.2,1015.4,996.5,8.6,1.7,8,999.9,63,46,0,0
72290403178,3/25/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",53.7,46.1,1013.4,994.5,9.9,7.2,24.1,32.1,64.9,42.1,0,0
72290403178,3/26/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",53.7,48.3,1017.8,998.2,9,5.8,20,33,61,48.2,0.25,0
72290403178,3/27/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",52.6,46.5,1018.4,999.5,10,3.5,12,19,64,42.1,0.01,0
72290403178,3/28/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",54.3,45,1018.3,999.3,9.7,4,12,18.1,66.9,42.1,0,0
72290403178,3/29/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",57.6,52,1017.2,998.2,9.8,3,9.9,15.9,70,53.1,0,0
72290403178,3/30/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",55.8,51,1015.9,997.1,6.9,2.6,8.9,999.9,64,48.9,0,0
72290403178,3/31/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",54.6,50.5,1016.2,997.4,7.5,2.4,8.9,999.9,60.1,51.8,0,0
72290403178,4/1/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",54.5,47.2,1017,998.2,9.5,5.5,12,20,62.1,50,0.1,0
72290403178,4/2/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",55.2,39.6,1016,997,10,3.6,11.1,14,72,39.9,0.01,0
72290403178,4/3/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",59.4,34.2,1014.5,995.7,10,5,8,999.9,77,42.1,0,0
72290403178,4/4/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",58.3,42.1,1014.7,995.9,9.6,2.8,11.1,18.1,75,46,0,0
72290403178,4/5/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",56.3,49.5,1013.2,994.5,9.1,4.4,11.1,17.1,64.9,50,0,0
72290403178,4/6/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",55.2,44,1016.8,997.7,10,4.8,14,19,68,45,0,0
72290403178,4/7/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",61.9,31.8,1015.9,997,10,3.3,9.9,999.9,79,44.1,0,0
72290403178,4/8/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",61.4,35.6,1016.5,997.7,10,3.5,6,999.9,79,46,0,0
72290403178,4/9/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",59.8,45.3,1015.3,996.5,9.6,3.9,11.1,999.9,75,44.1,0,0
72290403178,4/10/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",56.2,49,1013.9,995.2,8.6,4.8,15,22,66.9,45,0,0
72290403178,4/11/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",56.7,48.4,1015.3,996.5,9.9,8.7,14,25.1,63,52,0,0
72290403178,4/12/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",55.6,47.8,1020.8,1.8,10,4.3,9.9,17.1,64,48,0.18,0
72290403178,4/13/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",53.5,46.3,1016.3,996.8,9.3,6.7,22,32.1,64,45,0.04,0
72290403178,4/14/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",52.1,43.3,1013.9,994.5,9.4,12.4,18.1,33,57.9,48,0.54,0
72290403178,4/15/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",52.2,44.1,1020,0.9,10,4.5,9.9,14,64,39.9,0.01,0
72290403178,4/16/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",57,47.9,1019.8,0.8,9.6,3.9,12,999.9,73,45,0,0
72290403178,4/17/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",61.4,48.6,1017.3,998.5,9,3.7,8.9,15.9,75.9,48,0,0
72290403178,4/18/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",59.6,50.8,1015.4,996.5,8.7,2.9,11.1,999.9,75,48,0,0
72290403178,4/19/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",57.8,53,1014.2,995.6,5.7,2.7,8,999.9,66.9,51.8,0,0
72290403178,4/20/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",58.6,53.9,1014.1,995.3,5.8,2.7,8,999.9,69.1,51.8,0,0
72290403178,4/21/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",59.1,55.9,1013.7,995,3.3,2.2,11.1,15,70,54,0,0
72290403178,4/22/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",58.4,56.4,1014.5,995.6,3.4,2,8,999.9,64,55.9,0,0
72290403178,4/23/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",57.8,54.1,1015.9,997.1,7.3,3.9,9.9,999.9,62.6,55,0.01,0
72290403178,4/24/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",60.4,50.8,1016.6,997.8,10,3.9,13,19,78.1,48.9,0.01,0
72290403178,4/25/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",63.2,52.5,1013.7,995,10,3.8,12,999.9,80.1,55.9,0,0
72290403178,4/26/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",60.3,56.4,1015.1,995.9,8.4,8,15,22,66,55.4,0.41,0
72290403178,4/27/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",58.9,54.1,1017.8,999.1,9.8,5.3,8.9,15.9,64.9,55,0.11,0
72290403178,4/28/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",59.9,52.3,1012.5,993.9,9.3,3.1,12,999.9,73,48.9,0.01,0
72290403178,4/29/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",59.1,54.1,1010.8,992,7.8,2,6,999.9,69.1,51.1,0,0
72290403178,4/30/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",59.9,55.6,1013.8,995.1,8.4,2.4,7,999.9,64,57.9,0,0
72290403178,5/1/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",60.3,54.5,1013.8,995.1,9.1,3.1,8.9,15.9,64.9,57.2,0,0
72290403178,5/2/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",59.4,51.8,1013.3,994.7,9.9,5.8,9.9,999.9,64.9,55.4,0,0
72290403178,5/3/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",59.5,51.3,1015.8,996.9,10,4.3,11.1,17.1,68,54,0,0
72290403178,5/4/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",60.7,53.4,1017.4,998.5,10,3.7,9.9,15,69.1,55.9,0,0
72290403178,5/5/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",60.3,53.8,1016.2,997.4,8.8,3.7,9.9,999.9,70,53.6,0,0
72290403178,5/6/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",59.3,53.2,1014.7,995.8,6,2.7,8.9,999.9,70,53.6,0,0
72290403178,5/7/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",59.7,52.8,1014.5,995.7,8.1,2.4,7,15,71.1,51.1,0,0
72290403178,5/8/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",60.8,55.2,1012.5,993.6,6.6,3.3,8.9,14,72,54,0,0
72290403178,5/9/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",61.7,56.4,1011.6,992.9,5.3,3.1,8,14,72,55,0,0
72290403178,5/10/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",61,54.9,1012.6,993.8,5.8,3.7,9.9,14,69.1,57,0,0
72290403178,5/11/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",60.2,50.9,1013.7,994.9,9,4.1,9.9,14,69.1,55,0,0
72290403178,5/12/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",60,52.8,1016.5,997.7,9.3,3.8,8.9,15.9,69.1,51.8,0,0
72290403178,5/13/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",61.6,55.5,1017.3,998.6,7.9,4.6,12,18.1,75,55.9,0,0
72290403178,5/14/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",61.8,55.5,1016.2,997.6,7.2,4.3,12,17.1,72,55.4,0,0
72290403178,5/15/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",61.5,54.6,1014,995.2,9.5,3.4,9.9,999.9,72,54,0,0
72290403178,5/16/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",62.3,55,1011.9,993.2,8.3,3.2,9.9,999.9,75,53.1,0,0
72290403178,5/17/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",63.1,57.3,1010.6,992,6.8,3.1,9.9,15,71.1,57.2,0,0
72290403178,5/18/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",60.8,52.2,1011.9,993.1,9.5,6.6,12,15.9,70,55,0,0
72290403178,5/19/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",61.7,53.2,1012.7,993.9,9.1,3.4,8.9,15.9,72,57,0,0
72290403178,5/20/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",62.1,55.2,1012.7,994,8.5,3.7,33,59.1,73,55,0,0
72290403178,5/21/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",62.9,57.6,1013.2,994.5,4.9,2.9,11.1,999.9,75,55,0,0
72290403178,5/22/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",63.6,57.3,1012.8,994.1,6.1,4,15,53,72,55.4,0,0
72290403178,5/23/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",61.9,55.2,1009.6,990.8,7,3.7,11.1,999.9,72,55.4,0,0
72290403178,5/24/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",63,53.9,1006.3,987.8,9.9,7.3,11.1,20,70,59,0,1
72290403178,5/25/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",59.2,53.6,1007.4,988.9,9,9.9,15,21,64.4,55.4,0,0
72290403178,5/26/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",57,45.4,1014.6,995.2,10,8.1,28,999.9,64.9,51.1,0.01,0
72290403178,5/27/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",58.2,48.1,1016.6,997.9,10,4.3,9.9,15,68,48,0,0
72290403178,5/28/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",61.5,54.1,1014.3,995.5,9.7,3.4,11.1,999.9,71.1,51.8,0,0
72290403178,5/29/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",62,55.2,1014.3,995.5,6.7,3,8,999.9,73,54,0,0
72290403178,5/30/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",61.7,54.9,1016,997.3,9.2,3.7,9.9,15.9,70,55,0,0
72290403178,5/31/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",62.5,55.2,1013.4,994.8,9.7,4.5,17.1,999.9,73,57,0,0
72290403178,6/1/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",61.3,56.1,1011,992.2,6.4,3.5,9.9,15.9,70,55.4,0,0
72290403178,6/2/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",61.7,55.2,1011.5,992.7,8.3,5.9,12,999.9,73.9,57,0,0
72290403178,6/3/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",63.6,55.3,1011.7,993.1,9.9,3.3,9.9,999.9,73.9,59,0,0
72290403178,6/4/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",61.9,56.2,1014,995.1,9.9,3.8,18.1,999.9,70,59,0,0
72290403178,6/5/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",62.7,55.7,1014.6,995.9,9.8,5.1,12,28,70,59,0,0
72290403178,6/6/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",61.2,52.4,1011.7,993.1,9.8,4.9,11.1,17.1,72,52,0,0
72290403178,6/7/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",63.4,52.6,1010.6,991.9,9,2.9,8,999.9,77,52,0,0
72290403178,6/8/2012,32.57222,-116.97944,157,"SAN DIEGO BROWN FIELD, CA US",63.6,54.7,1011,992.3,8,2.5,8.9,999.9,78.1,53.1,0,0
