DAY,TEMP_MAX,TEMP_MIN,DEW_MAX,DEW_MIN,SLP_MAX,SLP_MIN,STP_MAX,STP_MIN,VISIB_MAX,VISIB_MIN,WDSP_MAX,WDSP_MIN,MXSPD,UST,MAX,MIN,PRCP,SNDP,FRSHTT,Class
10/7/17,74.2,24,47.1,24,1010.1,24,1009.3,24,10,24,3.7,24,8.9,999.9,88,60.1,0.00,999.9,0,0
10/8/17,69.2,24,61.2,24,1008.2,22,1007.3,24,9.5,24,7.3,24,14,999.9,88,61,0.00,999.9,0,0
10/9/17,68.9,24,57.4,24,1010.4,23,1009.5,24,10,24,7,24,11.1,999.9,77,64.9,0.00,999.9,0,0
10/10/17,67.4,24,58.8,24,1013.3,20,1012.5,24,8.8,24,4.8,24,13,999.9,77,59,0.00,999.9,100000,0
10/11/17,67.6,24,60.8,24,1012.3,20,1011.4,24,9.5,24,5.4,24,11.1,999.9,75.9,59,0.00,999.9,0,0
10/12/17,68.2,24,57.5,24,1013.2,24,1012.2,24,10,24,5.1,24,9.9,999.9,75,62.1,0.00,999.9,0,0
10/13/17,68,24,59.3,24,1014.4,23,1013.5,24,9.8,24,5.2,24,9.9,999.9,73.9,64,0.00,999.9,0,0
10/14/17,67,24,59.5,24,1014.8,22,1014,24,8.4,24,4.1,24,8.9,999.9,75,61,0.00,999.9,0,0
10/15/17,71,24,56.1,24,1016.5,24,1015.5,24,8.9,24,3.2,24,8.9,999.9,90,60.1,0.00,999.9,0,0
10/16/17,74.7,24,48.7,24,1017.3,24,1016.3,24,10,24,3,24,11.1,999.9,90,60.1,0.00,999.9,0,0
10/17/17,76.1,24,44.3,24,1015.5,24,1014.4,24,10,24,3.9,24,11.1,999.9,89.1,64.9,0.00,999.9,0,1
10/18/17,72.4,24,61.2,24,1014.2,24,1013.2,24,9.3,24,3.3,24,9.9,999.9,84.9,66.9,0.00,999.9,0,1
10/19/17,69.2,24,62.1,24,1013.3,19,1012.3,24,7.7,24,4.9,24,8.9,999.9,73.9,66,0.00,999.9,0,1
10/20/17,68.5,24,60.4,24,1014.4,20,1013.4,24,9.7,24,6.3,24,15,999.9,72,66,0.00,999.9,10000,1
10/21/17,66.6,24,54.2,24,1015.9,23,1014.9,24,10,24,6.9,24,13,999.9,73.9,61,0.00,999.9,0,1
10/22/17,70,24,51.5,24,1018.3,24,1017.4,24,10,24,3.6,24,9.9,999.9,84.9,59,0.00,999.9,0,1
10/23/17,76.1,24,38.8,24,1017.4,24,1016.5,24,10,24,3,24,8.9,999.9,91.9,59,0.00,999.9,0,1
10/24/17,80.1,24,39.1,24,1015.5,24,1014.6,24,10,24,3.3,24,8.9,999.9,97,62.1,0.00,999.9,0,1
10/25/17,82.6,24,41.1,24,1012.8,24,1011.8,24,10,24,3.2,24,8.9,999.9,98.1,66,0.00,999.9,0,1
10/26/17,76.9,24,41.8,24,1011.3,24,1010.3,24,10,24,2.5,24,8,999.9,98.1,66,0.00,999.9,0,1
10/27/17,69.2,24,59.6,24,1012.9,19,1012.2,24,7.1,24,4.3,24,8.9,999.9,88,59,0.00,999.9,100000,1
10/28/17,67.8,24,62,24,1012.1,22,1011.2,24,7.2,24,4.5,24,9.9,999.9,78.1,59,0.00,999.9,0,1
10/29/17,65.9,24,59.7,24,1012.3,21,1011.2,24,9.2,24,3.9,24,8.9,999.9,73,64,0.00,999.9,0,1
10/30/17,64.8,24,55.2,24,1012.7,24,1011.8,24,10,24,6.3,24,8.9,999.9,69.1,64,0.00,999.9,0,1
10/31/17,64.5,24,55.9,24,1013,21,1012.1,24,10,24,5.6,24,8,999.9,66.9*,62.6*,0.00,999.9,10000,1
11/1/17,65.4,24,55.3,24,1014,22,1013.1,24,10,24,4.7,24,8,999.9,69.1,63,0.00,999.9,0,1
11/2/17,65.4,24,53.2,24,1016.7,24,1015.7,24,10,24,5,24,11.1,999.9,69.1,64,0.00,999.9,10000,1
11/3/17,63.8,24,50.7,24,1019.4,24,1018.4,24,10,24,3.4,24,11.1,999.9,70,59,0.00,999.9,0,1
11/4/17,64.3,24,53.9,24,1016.5,24,1015.5,24,10,24,4.2,24,11.1,999.9,71.1,57.9,0.00,999.9,0,1
11/5/17,64.6,24,56.1,24,1018.2,24,1017.3,24,10,24,2.8,24,8,999.9,71.1,57.9,0.00,999.9,0,1
11/6/17,63.9,24,56.3,24,1018.5,24,1017.5,24,10,24,3.7,24,8,999.9,71.1,57.9,0.00,999.9,0,1
11/7/17,65.3,24,56.4,24,1018.7,24,1017.7,24,10,24,3.1,24,9.9,999.9,72,57.9,0.00,999.9,10000,1
11/8/17,64.5,24,56.1,24,1018,24,1017,24,10,24,2.9,24,15,999.9,75,57.9,0.00,999.9,0,1
11/9/17,66,24,57.7,24,1017.4,23,1016.5,24,10,24,5,24,13,999.9,75,57.9,0.00,999.9,0,1
11/10/17,63.4,24,55.9,24,1016.5,24,1015.6,24,10,24,4.8,24,12,999.9,73,57,0.00,999.9,0,1
11/11/17,61.9,24,53.9,24,1016.4,24,1015.3,24,10,24,2.4,24,9.9,999.9,70,55.9,0.00,999.9,0,1
11/12/17,62,24,55.8,24,1017.2,24,1016.3,24,9.7,24,3.6,24,11.1,999.9,69.1,55.9,0.00,999.9,0,1
11/13/17,63.7,24,57.6,24,1019.1,24,1018.1,24,9.5,24,3.7,24,9.9,999.9,71.1,57.9,0.00,999.9,0,1
11/14/17,63.2,24,54,24,1018.6,24,1017.6,24,8.4,24,4.1,24,11.1,999.9,73.9,55,0.00,999.9,0,1
11/15/17,64.8,24,50.8,24,1015.5,24,1014.5,24,10,24,3,24,9.9,999.9,75.9,55,0.00,999.9,0,0
11/16/17,67,24,52.4,24,1014.6,24,1013.6,24,10,24,3.1,24,9.9,999.9,78.1,55.9,0.00,999.9,0,0
11/17/17,67.6,24,55.7,24,1016.5,24,1015.5,24,9.9,24,3.9,24,8.9,999.9,78.1,61,0.00,999.9,0,0
11/18/17,63.8,24,56.7,24,1019.3,22,1018.5,24,10,24,3.9,24,13,19,73,57,0.00,999.9,0,0
11/19/17,62.9,24,51.6,24,1017.6,20,1016.8,24,7.8,24,3.6,24,9.9,999.9,72.0*,51.8*,0.00,999.9,100000,0
11/20/17,62,24,43.9,24,1016.5,24,1015.5,24,10,24,3.1,24,7,999.9,73,52,0.00,999.9,0,0
11/21/17,65.7,24,43.1,24,1016.9,24,1015.9,24,10,24,3,24,8.9,999.9,81,53.1,0.00,999.9,0,0
11/22/17,70.9,24,44.5,24,1016.8,24,1015.8,24,10,24,3.1,24,8.9,999.9,91.9,55.9,0.00,999.9,0,0
11/23/17,73.8,24,41.5,24,1015.8,24,1014.8,24,10,24,2.9,24,8.9,999.9,91.9,59,0.00,999.9,0,0
11/24/17,70.3,24,43.6,24,1013.3,24,1012.3,24,10,24,1.9,24,6,999.9,87.1,60.1,0.00,999.9,0,0
11/25/17,63.1,24,56.2,24,1014.8,23,1013.8,24,8.2,24,2,24,7,999.9,80.1,54,0.00,999.9,100000,0
11/26/17,59.6,24,56.2,24,1018.1,15,1017.4,24,4.2,24,3.5,24,8.9,999.9,66.9,54,0.00,999.9,100000,0
11/27/17,61.7,24,55.2,24,1016.5,18,1015.7,24,8.3,24,4.7,24,17.1,22,66.9,55,0.00,999.9,10000,0
11/28/17,57.5,24,48.2,24,1015.3,24,1014.3,24,10,24,3.1,24,9.9,999.9,66.9,50,0.02,999.9,0,0
11/29/17,61.1,24,53.5,24,1016.2,24,1015.2,24,9.7,24,2,24,5.1,999.9,66.9,50,0.00,999.9,0,0
11/30/17,61.3,24,52.9,24,1017.6,24,1016.5,24,9.7,24,2.1,24,6,999.9,66.9,55,0.00,999.9,0,0
12/1/17,62.4,24,53.7,24,1016.2,24,1015.2,24,8.7,24,3.1,24,9.9,999.9,71.1,55,0.00,999.9,0,0
12/2/17,61.5,24,55.5,24,1015.5,24,1014.6,24,8.1,24,2.6,24,8,999.9,71.1,55,0.00,999.9,0,0
12/3/17,63.1,24,57.1,24,1016.4,22,1015.5,24,7.7,24,3,24,9.9,999.9,70,55,0.00,999.9,0,0
12/4/17,59.9,24,52.5,24,1015,23,1014.1,24,9.8,24,2.4,24,8,999.9,68,54,0.00,999.9,0,0
12/5/17,58.7,24,38.8,24,1016.6,24,1015.6,24,9.9,24,2.4,24,6,999.9,71.1,46.9,0.00,999.9,0,0
12/6/17,59.2,24,23.1,24,1020.1,24,1019.1,24,10,24,2.8,24,8.9,999.9,71.1,46.9,0.00,999.9,0,1
12/7/17,63.1,24,20.5,24,1022.7,24,1021.7,24,10,24,4.8,24,17.1,27,79,48,0.00,999.9,0,1
12/8/17,65.5,24,20.3,24,1026.5,24,1025.5,24,10,24,4.9,24,11.1,999.9,79,48,0.00,999.9,0,0
12/9/17,63.2,24,26.5,24,1023,24,1022,24,10,24,2.8,24,6,999.9,78.1,50,0.00,999.9,0,0
12/10/17,64.1,24,26.7,24,1020.4,24,1019.4,24,10,24,2.8,24,7,999.9,79,51.1,0.00,999.9,0,0
12/11/17,66,24,23,24,1021.1,24,1020.1,24,10,24,3.1,24,9.9,999.9,80.1,53.1,0.00,999.9,0,0
12/12/17,63.7,24,20.5,24,1021.1,24,1020.4,24,10,24,2.7,24,7,999.9,80.1,50,0.00,999.9,0,0
12/13/17,63.7,24,20.3,23,1016.4,24,1015.4,24,10,24,1.7,24,6,999.9,78.1,48.9,0.00,999.9,0,0
12/14/17,60.7,24,33.6,24,1015.5,24,1014.5,24,9.6,24,1.7,24,7,999.9,78.1,48,0.00,999.9,0,0
12/15/17,61.3,24,33.3,24,1018.7,24,1017.7,24,9.9,24,3.2,24,8.9,999.9,75.9,48,0.00,999.9,0,0
12/16/17,60.3,24,35.4,24,1011.2,24,1010.4,24,9.9,24,4.8,24,11.1,999.9,75.9,48.9,0.00,999.9,0,0
12/17/17,58.8,24,47,24,1009.7,24,1008.7,24,9.7,24,2.4,24,7,999.9,71.1,50,0.00,999.9,0,0
12/18/17,59.4,24,32.2,24,1018.8,24,1017.8,24,10,24,2.9,24,8,999.9,71.1,48.9,0.00,999.9,0,0
12/19/17,57.8,24,39,24,1022.1,24,1021.2,24,10,24,2.4,24,7,999.9,70,48,0.00,999.9,0,0
12/20/17,56.5,24,45,24,1021.5,24,1020.5,24,10,24,3.5,24,9.9,999.9,68,46.9,0.00,999.9,0,0
12/21/17,55.7,24,43.9,24,1018.6,21,1017.5,24,9.5,24,4.4,24,9.9,17.1,63,46.9,0.07,999.9,10000,0
12/22/17,54,24,19.9,24,1023.4,24,1022.4,24,10,24,3.1,24,8.9,999.9,64,41,0.00,999.9,0,0
12/23/17,55.1,24,32.2,24,1023.1,24,1022.1,24,10,24,3.4,24,9.9,999.9,64.9,41,0.00,999.9,0,0
12/24/17,56,24,39,24,1020.8,24,1019.8,24,10,24,3.2,24,9.9,999.9,66,45,0.00,999.9,0,0
12/25/17,55.6,24,44.8,24,1019.8,24,1018.8,24,9.8,24,2.7,24,8,999.9,66,45,0.00,999.9,0,0
12/26/17,55.7,24,47.9,24,1019.5,23,1018.6,24,8.1,24,2.8,24,8,999.9,66,45,0.00,999.9,100000,0
12/27/17,57.8,24,49.5,24,1020.2,22,1019.3,24,7.3,24,3,24,9.9,999.9,69.1,46.9,0.00,999.9,0,0
12/28/17,58.9,24,47.3,24,1019.9,24,1018.9,24,6.3,24,2.4,24,8,999.9,73.9,48.9,0.00,999.9,0,0
12/29/17,61,24,42.2,24,1018.9,22,1018,24,7,24,1.6,24,7,999.9,77,48.9,0.00,999.9,100000,0
12/30/17,60.6,24,45.5,24,1018.8,20,1018.2,24,7.8,24,3.1,24,9.9,999.9,77,48.9,0.00,999.9,100000,0
12/31/17,57.1,24,52,24,1018.9,21,1017.9,24,5.3,24,2.5,24,7,999.9,72,48.9,0.00,999.9,100000,0
